,item_id
5993,FOODS_2_385_CA_4
5994,FOODS_2_385_TX_1
5995,FOODS_2_385_TX_2
5996,FOODS_2_385_TX_3
5997,FOODS_2_385_WI_1
5998,FOODS_2_385_WI_2
5999,FOODS_2_385_WI_3
6000,FOODS_2_386_CA_1
6001,FOODS_2_386_CA_2
6002,FOODS_2_386_CA_3
6003,FOODS_2_386_CA_4
6004,FOODS_2_386_TX_1
6005,FOODS_2_386_TX_2
6006,FOODS_2_386_TX_3
6007,FOODS_2_386_WI_1
6008,FOODS_2_386_WI_2
6009,FOODS_2_386_WI_3
6010,FOODS_2_387_CA_1
6011,FOODS_2_387_CA_2
6012,FOODS_2_387_CA_3
6013,FOODS_2_387_CA_4
6014,FOODS_2_387_TX_1
6015,FOODS_2_387_TX_2
6016,FOODS_2_387_TX_3
6017,FOODS_2_387_WI_1
6018,FOODS_2_387_WI_2
6019,FOODS_2_387_WI_3
6020,FOODS_2_388_CA_1
6021,FOODS_2_388_CA_2
6022,FOODS_2_388_CA_3
6023,FOODS_2_388_CA_4
6024,FOODS_2_388_TX_1
6025,FOODS_2_388_TX_2
6026,FOODS_2_388_TX_3
6027,FOODS_2_388_WI_1
6028,FOODS_2_388_WI_2
6029,FOODS_2_388_WI_3
6030,FOODS_2_389_CA_1
6031,FOODS_2_389_CA_2
6032,FOODS_2_389_CA_3
6033,FOODS_2_389_CA_4
6034,FOODS_2_389_TX_1
6035,FOODS_2_389_TX_2
6036,FOODS_2_389_TX_3
6037,FOODS_2_389_WI_1
6038,FOODS_2_389_WI_2
6039,FOODS_2_389_WI_3
6040,FOODS_2_390_CA_1
6041,FOODS_2_390_CA_2
6042,FOODS_2_390_CA_3
6043,FOODS_2_390_CA_4
6044,FOODS_2_390_TX_1
6045,FOODS_2_390_TX_2
6046,FOODS_2_390_TX_3
6047,FOODS_2_390_WI_1
6048,FOODS_2_390_WI_2
6049,FOODS_2_390_WI_3
6050,FOODS_2_391_CA_1
6051,FOODS_2_391_CA_2
6052,FOODS_2_391_CA_3
6053,FOODS_2_391_CA_4
6054,FOODS_2_391_TX_1
6055,FOODS_2_391_TX_2
6056,FOODS_2_391_TX_3
6057,FOODS_2_391_WI_1
6058,FOODS_2_391_WI_2
6059,FOODS_2_391_WI_3
6060,FOODS_2_392_CA_1
6061,FOODS_2_392_CA_2
6062,FOODS_2_392_CA_3
6063,FOODS_2_392_CA_4
6064,FOODS_2_392_TX_1
6065,FOODS_2_392_TX_2
6066,FOODS_2_392_TX_3
6067,FOODS_2_392_WI_1
6068,FOODS_2_392_WI_2
6069,FOODS_2_392_WI_3
6070,FOODS_2_393_CA_1
6071,FOODS_2_393_CA_2
6072,FOODS_2_393_CA_3
6073,FOODS_2_393_CA_4
6074,FOODS_2_393_TX_1
6075,FOODS_2_393_TX_2
6076,FOODS_2_393_TX_3
6077,FOODS_2_393_WI_1
6078,FOODS_2_393_WI_2
6079,FOODS_2_393_WI_3
6080,FOODS_2_394_CA_1
6081,FOODS_2_394_CA_2
6082,FOODS_2_394_CA_3
6083,FOODS_2_394_CA_4
6084,FOODS_2_394_TX_1
6085,FOODS_2_394_TX_2
6086,FOODS_2_394_TX_3
6087,FOODS_2_394_WI_1
6088,FOODS_2_394_WI_2
6089,FOODS_2_394_WI_3
6090,FOODS_2_395_CA_1
6091,FOODS_2_395_CA_2
6092,FOODS_2_395_CA_3
6093,FOODS_2_395_CA_4
6094,FOODS_2_395_TX_1
6095,FOODS_2_395_TX_2
6096,FOODS_2_395_TX_3
6097,FOODS_2_395_WI_1
6098,FOODS_2_395_WI_2
6099,FOODS_2_395_WI_3
6100,FOODS_2_396_CA_1
6101,FOODS_2_396_CA_2
6102,FOODS_2_396_CA_3
6103,FOODS_2_396_CA_4
6104,FOODS_2_396_TX_1
6105,FOODS_2_396_TX_2
6106,FOODS_2_396_TX_3
6107,FOODS_2_396_WI_1
6108,FOODS_2_396_WI_2
6109,FOODS_2_396_WI_3
6110,FOODS_2_397_CA_1
6111,FOODS_2_397_CA_2
6112,FOODS_2_397_CA_3
6113,FOODS_2_397_CA_4
6114,FOODS_2_397_TX_1
6115,FOODS_2_397_TX_2
6116,FOODS_2_397_TX_3
6117,FOODS_2_397_WI_1
6118,FOODS_2_397_WI_2
6119,FOODS_2_397_WI_3
6120,FOODS_2_398_CA_1
6121,FOODS_2_398_CA_2
6122,FOODS_2_398_CA_3
6123,FOODS_2_398_CA_4
6124,FOODS_2_398_TX_1
6125,FOODS_2_398_TX_2
6126,FOODS_2_398_TX_3
6127,FOODS_2_398_WI_1
6128,FOODS_2_398_WI_2
6129,FOODS_2_398_WI_3
6130,FOODS_2_399_CA_1
6131,FOODS_2_399_CA_2
6132,FOODS_2_399_CA_3
6133,FOODS_2_399_CA_4
6134,FOODS_2_399_TX_1
6135,FOODS_2_399_TX_2
6136,FOODS_2_399_TX_3
6137,FOODS_2_399_WI_1
6138,FOODS_2_399_WI_2
6139,FOODS_2_399_WI_3
6140,FOODS_3_001_CA_1
6141,FOODS_3_001_CA_2
6142,FOODS_3_001_CA_3
6143,FOODS_3_001_CA_4
6144,FOODS_3_001_TX_1
6145,FOODS_3_001_TX_2
6146,FOODS_3_001_TX_3
6147,FOODS_3_001_WI_1
6148,FOODS_3_001_WI_2
6149,FOODS_3_001_WI_3
6150,FOODS_3_002_CA_1
6151,FOODS_3_002_CA_2
6152,FOODS_3_002_CA_3
6153,FOODS_3_002_CA_4
6154,FOODS_3_002_TX_1
6155,FOODS_3_002_TX_2
6156,FOODS_3_002_TX_3
6157,FOODS_3_002_WI_1
6158,FOODS_3_002_WI_2
6159,FOODS_3_002_WI_3
6160,FOODS_3_003_CA_1
6161,FOODS_3_003_CA_2
6162,FOODS_3_003_CA_3
6163,FOODS_3_003_CA_4
6164,FOODS_3_003_TX_1
6165,FOODS_3_003_TX_2
6166,FOODS_3_003_TX_3
6167,FOODS_3_003_WI_1
6168,FOODS_3_003_WI_2
6169,FOODS_3_003_WI_3
6170,FOODS_3_004_CA_1
6171,FOODS_3_004_CA_2
6172,FOODS_3_004_CA_3
6173,FOODS_3_004_CA_4
6174,FOODS_3_004_TX_1
6175,FOODS_3_004_TX_2
6176,FOODS_3_004_TX_3
6177,FOODS_3_004_WI_1
6178,FOODS_3_004_WI_2
6179,FOODS_3_004_WI_3
6180,FOODS_3_005_CA_1
6181,FOODS_3_005_CA_2
6182,FOODS_3_005_CA_3
6183,FOODS_3_005_CA_4
6184,FOODS_3_005_TX_1
6185,FOODS_3_005_TX_2
6186,FOODS_3_005_TX_3
6187,FOODS_3_005_WI_1
6188,FOODS_3_005_WI_2
6189,FOODS_3_005_WI_3
6190,FOODS_3_006_CA_1
6191,FOODS_3_006_CA_2
6192,FOODS_3_006_CA_3
6193,FOODS_3_006_CA_4
6194,FOODS_3_006_TX_1
6195,FOODS_3_006_TX_2
6196,FOODS_3_006_TX_3
6197,FOODS_3_006_WI_1
6198,FOODS_3_006_WI_2
6199,FOODS_3_006_WI_3
6200,FOODS_3_007_CA_1
6201,FOODS_3_007_CA_2
6202,FOODS_3_007_CA_3
6203,FOODS_3_007_CA_4
6204,FOODS_3_007_TX_1
6205,FOODS_3_007_TX_2
6206,FOODS_3_007_TX_3
6207,FOODS_3_007_WI_1
6208,FOODS_3_007_WI_2
6209,FOODS_3_007_WI_3
6210,FOODS_3_008_CA_1
6211,FOODS_3_008_CA_2
6212,FOODS_3_008_CA_3
6213,FOODS_3_008_CA_4
6214,FOODS_3_008_TX_1
6215,FOODS_3_008_TX_2
6216,FOODS_3_008_TX_3
6217,FOODS_3_008_WI_1
6218,FOODS_3_008_WI_2
6219,FOODS_3_008_WI_3
6220,FOODS_3_009_CA_1
6221,FOODS_3_009_CA_2
6222,FOODS_3_009_CA_3
6223,FOODS_3_009_CA_4
6224,FOODS_3_009_TX_1
6225,FOODS_3_009_TX_2
6226,FOODS_3_009_TX_3
6227,FOODS_3_009_WI_1
6228,FOODS_3_009_WI_2
6229,FOODS_3_009_WI_3
6230,FOODS_3_010_CA_1
6231,FOODS_3_010_CA_2
6232,FOODS_3_010_CA_3
6233,FOODS_3_010_CA_4
6234,FOODS_3_010_TX_1
6235,FOODS_3_010_TX_2
6236,FOODS_3_010_TX_3
6237,FOODS_3_010_WI_1
6238,FOODS_3_010_WI_2
6239,FOODS_3_010_WI_3
6240,FOODS_3_011_CA_1
6241,FOODS_3_011_CA_2
6242,FOODS_3_011_CA_3
6243,FOODS_3_011_CA_4
6244,FOODS_3_011_TX_1
6245,FOODS_3_011_TX_2
6246,FOODS_3_011_TX_3
6247,FOODS_3_011_WI_1
6248,FOODS_3_011_WI_2
6249,FOODS_3_011_WI_3
6250,FOODS_3_012_CA_1
6251,FOODS_3_012_CA_2
6252,FOODS_3_012_CA_3
6253,FOODS_3_012_CA_4
6254,FOODS_3_012_TX_1
6255,FOODS_3_012_TX_2
6256,FOODS_3_012_TX_3
6257,FOODS_3_012_WI_1
6258,FOODS_3_012_WI_2
6259,FOODS_3_012_WI_3
6260,FOODS_3_013_CA_1
6261,FOODS_3_013_CA_2
6262,FOODS_3_013_CA_3
6263,FOODS_3_013_CA_4
6264,FOODS_3_013_TX_1
6265,FOODS_3_013_TX_2
6266,FOODS_3_013_TX_3
6267,FOODS_3_013_WI_1
6268,FOODS_3_013_WI_2
6269,FOODS_3_013_WI_3
6270,FOODS_3_014_CA_1
6271,FOODS_3_014_CA_2
6272,FOODS_3_014_CA_3
6273,FOODS_3_014_CA_4
6274,FOODS_3_014_TX_1
6275,FOODS_3_014_TX_2
6276,FOODS_3_014_TX_3
6277,FOODS_3_014_WI_1
6278,FOODS_3_014_WI_2
6279,FOODS_3_014_WI_3
6280,FOODS_3_015_CA_1
6281,FOODS_3_015_CA_2
6282,FOODS_3_015_CA_3
6283,FOODS_3_015_CA_4
6284,FOODS_3_015_TX_1
6285,FOODS_3_015_TX_2
6286,FOODS_3_015_TX_3
6287,FOODS_3_015_WI_1
6288,FOODS_3_015_WI_2
6289,FOODS_3_015_WI_3
6290,FOODS_3_016_CA_1
6291,FOODS_3_016_CA_2
6292,FOODS_3_016_CA_3
6293,FOODS_3_016_CA_4
6294,FOODS_3_016_TX_1
6295,FOODS_3_016_TX_2
6296,FOODS_3_016_TX_3
6297,FOODS_3_016_WI_1
6298,FOODS_3_016_WI_2
6299,FOODS_3_016_WI_3
6300,FOODS_3_017_CA_1
6301,FOODS_3_017_CA_2
6302,FOODS_3_017_CA_3
6303,FOODS_3_017_CA_4
6304,FOODS_3_017_TX_1
6305,FOODS_3_017_TX_2
6306,FOODS_3_017_TX_3
6307,FOODS_3_017_WI_1
6308,FOODS_3_017_WI_2
6309,FOODS_3_017_WI_3
6310,FOODS_3_018_CA_1
6311,FOODS_3_018_CA_2
6312,FOODS_3_018_CA_3
6313,FOODS_3_018_CA_4
6314,FOODS_3_018_TX_1
6315,FOODS_3_018_TX_2
6316,FOODS_3_018_TX_3
6317,FOODS_3_018_WI_1
6318,FOODS_3_018_WI_2
6319,FOODS_3_018_WI_3
6320,FOODS_3_019_CA_1
6321,FOODS_3_019_CA_2
6322,FOODS_3_019_CA_3
6323,FOODS_3_019_CA_4
6324,FOODS_3_019_TX_1
6325,FOODS_3_019_TX_2
6326,FOODS_3_019_TX_3
6327,FOODS_3_019_WI_1
6328,FOODS_3_019_WI_2
6329,FOODS_3_019_WI_3
6330,FOODS_3_020_CA_1
6331,FOODS_3_020_CA_2
6332,FOODS_3_020_CA_3
6333,FOODS_3_020_CA_4
6334,FOODS_3_020_TX_1
6335,FOODS_3_020_TX_2
6336,FOODS_3_020_TX_3
6337,FOODS_3_020_WI_1
6338,FOODS_3_020_WI_2
6339,FOODS_3_020_WI_3
6340,FOODS_3_021_CA_1
6341,FOODS_3_021_CA_2
6342,FOODS_3_021_CA_3
6343,FOODS_3_021_CA_4
6344,FOODS_3_021_TX_1
6345,FOODS_3_021_TX_2
6346,FOODS_3_021_TX_3
6347,FOODS_3_021_WI_1
6348,FOODS_3_021_WI_2
6349,FOODS_3_021_WI_3
6350,FOODS_3_022_CA_1
6351,FOODS_3_022_CA_2
6352,FOODS_3_022_CA_3
6353,FOODS_3_022_CA_4
6354,FOODS_3_022_TX_1
6355,FOODS_3_022_TX_2
6356,FOODS_3_022_TX_3
6357,FOODS_3_022_WI_1
6358,FOODS_3_022_WI_2
6359,FOODS_3_022_WI_3
6360,FOODS_3_023_CA_1
6361,FOODS_3_023_CA_2
6362,FOODS_3_023_CA_3
6363,FOODS_3_023_CA_4
6364,FOODS_3_023_TX_1
6365,FOODS_3_023_TX_2
6366,FOODS_3_023_TX_3
6367,FOODS_3_023_WI_1
6368,FOODS_3_023_WI_2
6369,FOODS_3_023_WI_3
6370,FOODS_3_024_CA_1
6371,FOODS_3_024_CA_2
6372,FOODS_3_024_CA_3
6373,FOODS_3_024_CA_4
6374,FOODS_3_024_TX_1
6375,FOODS_3_024_TX_2
6376,FOODS_3_024_TX_3
6377,FOODS_3_024_WI_1
6378,FOODS_3_024_WI_2
6379,FOODS_3_024_WI_3
6380,FOODS_3_025_CA_1
6381,FOODS_3_025_CA_2
6382,FOODS_3_025_CA_3
6383,FOODS_3_025_CA_4
6384,FOODS_3_025_TX_1
6385,FOODS_3_025_TX_2
6386,FOODS_3_025_TX_3
6387,FOODS_3_025_WI_1
6388,FOODS_3_025_WI_2
6389,FOODS_3_025_WI_3
6390,FOODS_3_026_CA_1
6391,FOODS_3_026_CA_2
6392,FOODS_3_026_CA_3
6393,FOODS_3_026_CA_4
6394,FOODS_3_026_TX_1
6395,FOODS_3_026_TX_2
6396,FOODS_3_026_TX_3
6397,FOODS_3_026_WI_1
6398,FOODS_3_026_WI_2
6399,FOODS_3_026_WI_3
6400,FOODS_3_027_CA_1
6401,FOODS_3_027_CA_2
6402,FOODS_3_027_CA_3
6403,FOODS_3_027_CA_4
6404,FOODS_3_027_TX_1
6405,FOODS_3_027_TX_2
6406,FOODS_3_027_TX_3
6407,FOODS_3_027_WI_1
6408,FOODS_3_027_WI_2
6409,FOODS_3_027_WI_3
6410,FOODS_3_028_CA_1
6411,FOODS_3_028_CA_2
6412,FOODS_3_028_CA_3
6413,FOODS_3_028_CA_4
6414,FOODS_3_028_TX_1
6415,FOODS_3_028_TX_2
6416,FOODS_3_028_TX_3
6417,FOODS_3_028_WI_1
6418,FOODS_3_028_WI_2
6419,FOODS_3_028_WI_3
6420,FOODS_3_029_CA_1
6421,FOODS_3_029_CA_2
6422,FOODS_3_029_CA_3
6423,FOODS_3_029_CA_4
6424,FOODS_3_029_TX_1
6425,FOODS_3_029_TX_2
6426,FOODS_3_029_TX_3
6427,FOODS_3_029_WI_1
6428,FOODS_3_029_WI_2
6429,FOODS_3_029_WI_3
6430,FOODS_3_030_CA_1
6431,FOODS_3_030_CA_2
6432,FOODS_3_030_CA_3
6433,FOODS_3_030_CA_4
6434,FOODS_3_030_TX_1
6435,FOODS_3_030_TX_2
6436,FOODS_3_030_TX_3
6437,FOODS_3_030_WI_1
6438,FOODS_3_030_WI_2
6439,FOODS_3_030_WI_3
6440,FOODS_3_031_CA_1
6441,FOODS_3_031_CA_2
6442,FOODS_3_031_CA_3
6443,FOODS_3_031_CA_4
6444,FOODS_3_031_TX_1
6445,FOODS_3_031_TX_2
6446,FOODS_3_031_TX_3
6447,FOODS_3_031_WI_1
6448,FOODS_3_031_WI_2
6449,FOODS_3_031_WI_3
6450,FOODS_3_032_CA_1
6451,FOODS_3_032_CA_2
6452,FOODS_3_032_CA_3
6453,FOODS_3_032_CA_4
6454,FOODS_3_032_TX_1
6455,FOODS_3_032_TX_2
6456,FOODS_3_032_TX_3
6457,FOODS_3_032_WI_1
6458,FOODS_3_032_WI_2
6459,FOODS_3_032_WI_3
6460,FOODS_3_033_CA_1
6461,FOODS_3_033_CA_2
6462,FOODS_3_033_CA_3
6463,FOODS_3_033_CA_4
6464,FOODS_3_033_TX_1
6465,FOODS_3_033_TX_2
6466,FOODS_3_033_TX_3
6467,FOODS_3_033_WI_1
6468,FOODS_3_033_WI_2
6469,FOODS_3_033_WI_3
6470,FOODS_3_034_CA_1
6471,FOODS_3_034_CA_2
6472,FOODS_3_034_CA_3
6473,FOODS_3_034_CA_4
6474,FOODS_3_034_TX_1
6475,FOODS_3_034_TX_2
6476,FOODS_3_034_TX_3
6477,FOODS_3_034_WI_1
6478,FOODS_3_034_WI_2
6479,FOODS_3_034_WI_3
6480,FOODS_3_035_CA_1
6481,FOODS_3_035_CA_2
6482,FOODS_3_035_CA_3
6483,FOODS_3_035_CA_4
6484,FOODS_3_035_TX_1
6485,FOODS_3_035_TX_2
6486,FOODS_3_035_TX_3
6487,FOODS_3_035_WI_1
6488,FOODS_3_035_WI_2
6489,FOODS_3_035_WI_3
6490,FOODS_3_036_CA_1
6491,FOODS_3_036_CA_2
6492,FOODS_3_036_CA_3
6493,FOODS_3_036_CA_4
6494,FOODS_3_036_TX_1
6495,FOODS_3_036_TX_2
6496,FOODS_3_036_TX_3
6497,FOODS_3_036_WI_1
6498,FOODS_3_036_WI_2
6499,FOODS_3_036_WI_3
6500,FOODS_3_037_CA_1
6501,FOODS_3_037_CA_2
6502,FOODS_3_037_CA_3
6503,FOODS_3_037_CA_4
6504,FOODS_3_037_TX_1
6505,FOODS_3_037_TX_2
6506,FOODS_3_037_TX_3
6507,FOODS_3_037_WI_1
6508,FOODS_3_037_WI_2
6509,FOODS_3_037_WI_3
6510,FOODS_3_038_CA_1
6511,FOODS_3_038_CA_2
6512,FOODS_3_038_CA_3
6513,FOODS_3_038_CA_4
6514,FOODS_3_038_TX_1
6515,FOODS_3_038_TX_2
6516,FOODS_3_038_TX_3
6517,FOODS_3_038_WI_1
6518,FOODS_3_038_WI_2
6519,FOODS_3_038_WI_3
6520,FOODS_3_039_CA_1
6521,FOODS_3_039_CA_2
6522,FOODS_3_039_CA_3
6523,FOODS_3_039_CA_4
6524,FOODS_3_039_TX_1
6525,FOODS_3_039_TX_2
6526,FOODS_3_039_TX_3
6527,FOODS_3_039_WI_1
6528,FOODS_3_039_WI_2
6529,FOODS_3_039_WI_3
6530,FOODS_3_040_CA_1
6531,FOODS_3_040_CA_2
6532,FOODS_3_040_CA_3
6533,FOODS_3_040_CA_4
6534,FOODS_3_040_TX_1
6535,FOODS_3_040_TX_2
6536,FOODS_3_040_TX_3
6537,FOODS_3_040_WI_1
6538,FOODS_3_040_WI_2
6539,FOODS_3_040_WI_3
6540,FOODS_3_041_CA_1
6541,FOODS_3_041_CA_2
6542,FOODS_3_041_CA_3
6543,FOODS_3_041_CA_4
6544,FOODS_3_041_TX_1
6545,FOODS_3_041_TX_2
6546,FOODS_3_041_TX_3
6547,FOODS_3_041_WI_1
6548,FOODS_3_041_WI_2
6549,FOODS_3_041_WI_3
6550,FOODS_3_042_CA_1
6551,FOODS_3_042_CA_2
6552,FOODS_3_042_CA_3
6553,FOODS_3_042_CA_4
6554,FOODS_3_042_TX_1
6555,FOODS_3_042_TX_2
6556,FOODS_3_042_TX_3
6557,FOODS_3_042_WI_1
6558,FOODS_3_042_WI_2
6559,FOODS_3_042_WI_3
6560,FOODS_3_043_CA_1
6561,FOODS_3_043_CA_2
6562,FOODS_3_043_CA_3
6563,FOODS_3_043_CA_4
6564,FOODS_3_043_TX_1
6565,FOODS_3_043_TX_2
6566,FOODS_3_043_TX_3
6567,FOODS_3_043_WI_1
6568,FOODS_3_043_WI_2
6569,FOODS_3_043_WI_3
6570,FOODS_3_044_CA_1
6571,FOODS_3_044_CA_2
6572,FOODS_3_044_CA_3
6573,FOODS_3_044_CA_4
6574,FOODS_3_044_TX_1
6575,FOODS_3_044_TX_2
6576,FOODS_3_044_TX_3
6577,FOODS_3_044_WI_1
6578,FOODS_3_044_WI_2
6579,FOODS_3_044_WI_3
6580,FOODS_3_045_CA_1
6581,FOODS_3_045_CA_2
6582,FOODS_3_045_CA_3
6583,FOODS_3_045_CA_4
6584,FOODS_3_045_TX_1
6585,FOODS_3_045_TX_2
6586,FOODS_3_045_TX_3
6587,FOODS_3_045_WI_1
6588,FOODS_3_045_WI_2
6589,FOODS_3_045_WI_3
6590,FOODS_3_046_CA_1
6591,FOODS_3_046_CA_2
6592,FOODS_3_046_CA_3
6593,FOODS_3_046_CA_4
6594,FOODS_3_046_TX_1
6595,FOODS_3_046_TX_2
6596,FOODS_3_046_TX_3
6597,FOODS_3_046_WI_1
6598,FOODS_3_046_WI_2
6599,FOODS_3_046_WI_3
6600,FOODS_3_047_CA_1
6601,FOODS_3_047_CA_2
6602,FOODS_3_047_CA_3
6603,FOODS_3_047_CA_4
6604,FOODS_3_047_TX_1
6605,FOODS_3_047_TX_2
6606,FOODS_3_047_TX_3
6607,FOODS_3_047_WI_1
6608,FOODS_3_047_WI_2
6609,FOODS_3_047_WI_3
6610,FOODS_3_048_CA_1
6611,FOODS_3_048_CA_2
6612,FOODS_3_048_CA_3
6613,FOODS_3_048_CA_4
6614,FOODS_3_048_TX_1
6615,FOODS_3_048_TX_2
6616,FOODS_3_048_TX_3
6617,FOODS_3_048_WI_1
6618,FOODS_3_048_WI_2
6619,FOODS_3_048_WI_3
6620,FOODS_3_049_CA_1
6621,FOODS_3_049_CA_2
6622,FOODS_3_049_CA_3
6623,FOODS_3_049_CA_4
6624,FOODS_3_049_TX_1
6625,FOODS_3_049_TX_2
6626,FOODS_3_049_TX_3
6627,FOODS_3_049_WI_1
6628,FOODS_3_049_WI_2
6629,FOODS_3_049_WI_3
6630,FOODS_3_050_CA_1
6631,FOODS_3_050_CA_2
6632,FOODS_3_050_CA_3
6633,FOODS_3_050_CA_4
6634,FOODS_3_050_TX_1
6635,FOODS_3_050_TX_2
6636,FOODS_3_050_TX_3
6637,FOODS_3_050_WI_1
6638,FOODS_3_050_WI_2
6639,FOODS_3_050_WI_3
6640,FOODS_3_051_CA_1
6641,FOODS_3_051_CA_2
6642,FOODS_3_051_CA_3
6643,FOODS_3_051_CA_4
6644,FOODS_3_051_TX_1
6645,FOODS_3_051_TX_2
6646,FOODS_3_051_TX_3
6647,FOODS_3_051_WI_1
6648,FOODS_3_051_WI_2
6649,FOODS_3_051_WI_3
6650,FOODS_3_053_CA_1
6651,FOODS_3_053_CA_2
6652,FOODS_3_053_CA_3
6653,FOODS_3_053_CA_4
6654,FOODS_3_053_TX_1
6655,FOODS_3_053_TX_2
6656,FOODS_3_053_TX_3
6657,FOODS_3_053_WI_1
6658,FOODS_3_053_WI_2
6659,FOODS_3_053_WI_3
6660,FOODS_3_054_CA_1
6661,FOODS_3_054_CA_2
6662,FOODS_3_054_CA_3
6663,FOODS_3_054_CA_4
6664,FOODS_3_054_TX_1
6665,FOODS_3_054_TX_2
6666,FOODS_3_054_TX_3
6667,FOODS_3_054_WI_1
6668,FOODS_3_054_WI_2
6669,FOODS_3_054_WI_3
6670,FOODS_3_055_CA_1
6671,FOODS_3_055_CA_2
6672,FOODS_3_055_CA_3
6673,FOODS_3_055_CA_4
6674,FOODS_3_055_TX_1
6675,FOODS_3_055_TX_2
6676,FOODS_3_055_TX_3
6677,FOODS_3_055_WI_1
6678,FOODS_3_055_WI_2
6679,FOODS_3_055_WI_3
6680,FOODS_3_056_CA_1
6681,FOODS_3_056_CA_2
6682,FOODS_3_056_CA_3
6683,FOODS_3_056_CA_4
6684,FOODS_3_056_TX_1
6685,FOODS_3_056_TX_2
6686,FOODS_3_056_TX_3
6687,FOODS_3_056_WI_1
6688,FOODS_3_056_WI_2
6689,FOODS_3_056_WI_3
6690,FOODS_3_057_CA_1
6691,FOODS_3_057_CA_2
6692,FOODS_3_057_CA_3
6693,FOODS_3_057_CA_4
6694,FOODS_3_057_TX_1
6695,FOODS_3_057_TX_2
6696,FOODS_3_057_TX_3
6697,FOODS_3_057_WI_1
6698,FOODS_3_057_WI_2
6699,FOODS_3_057_WI_3
6700,FOODS_3_058_CA_1
6701,FOODS_3_058_CA_2
6702,FOODS_3_058_CA_3
6703,FOODS_3_058_CA_4
6704,FOODS_3_058_TX_1
6705,FOODS_3_058_TX_2
6706,FOODS_3_058_TX_3
6707,FOODS_3_058_WI_1
6708,FOODS_3_058_WI_2
6709,FOODS_3_058_WI_3
6710,FOODS_3_059_CA_1
6711,FOODS_3_059_CA_2
6712,FOODS_3_059_CA_3
6713,FOODS_3_059_CA_4
6714,FOODS_3_059_TX_1
6715,FOODS_3_059_TX_2
6716,FOODS_3_059_TX_3
6717,FOODS_3_059_WI_1
6718,FOODS_3_059_WI_2
6719,FOODS_3_059_WI_3
6720,FOODS_3_060_CA_1
6721,FOODS_3_060_CA_2
6722,FOODS_3_060_CA_3
6723,FOODS_3_060_CA_4
6724,FOODS_3_060_TX_1
6725,FOODS_3_060_TX_2
6726,FOODS_3_060_TX_3
6727,FOODS_3_060_WI_1
6728,FOODS_3_060_WI_2
6729,FOODS_3_060_WI_3
6730,FOODS_3_061_CA_1
6731,FOODS_3_061_CA_2
6732,FOODS_3_061_CA_3
6733,FOODS_3_061_CA_4
6734,FOODS_3_061_TX_1
6735,FOODS_3_061_TX_2
6736,FOODS_3_061_TX_3
6737,FOODS_3_061_WI_1
6738,FOODS_3_061_WI_2
6739,FOODS_3_061_WI_3
6740,FOODS_3_062_CA_1
6741,FOODS_3_062_CA_2
6742,FOODS_3_062_CA_3
6743,FOODS_3_062_CA_4
6744,FOODS_3_062_TX_1
6745,FOODS_3_062_TX_2
6746,FOODS_3_062_TX_3
6747,FOODS_3_062_WI_1
6748,FOODS_3_062_WI_2
6749,FOODS_3_062_WI_3
6750,FOODS_3_063_CA_1
6751,FOODS_3_063_CA_2
6752,FOODS_3_063_CA_3
6753,FOODS_3_063_CA_4
6754,FOODS_3_063_TX_1
6755,FOODS_3_063_TX_2
6756,FOODS_3_063_TX_3
6757,FOODS_3_063_WI_1
6758,FOODS_3_063_WI_2
6759,FOODS_3_063_WI_3
6760,FOODS_3_064_CA_1
6761,FOODS_3_064_CA_2
6762,FOODS_3_064_CA_3
6763,FOODS_3_064_CA_4
6764,FOODS_3_064_TX_1
6765,FOODS_3_064_TX_2
6766,FOODS_3_064_TX_3
6767,FOODS_3_064_WI_1
6768,FOODS_3_064_WI_2
6769,FOODS_3_064_WI_3
6770,FOODS_3_065_CA_1
6771,FOODS_3_065_CA_2
6772,FOODS_3_065_CA_3
6773,FOODS_3_065_CA_4
6774,FOODS_3_065_TX_1
6775,FOODS_3_065_TX_2
6776,FOODS_3_065_TX_3
6777,FOODS_3_065_WI_1
6778,FOODS_3_065_WI_2
6779,FOODS_3_065_WI_3
6780,FOODS_3_066_CA_1
6781,FOODS_3_066_CA_2
6782,FOODS_3_066_CA_3
6783,FOODS_3_066_CA_4
6784,FOODS_3_066_TX_1
6785,FOODS_3_066_TX_2
6786,FOODS_3_066_TX_3
6787,FOODS_3_066_WI_1
6788,FOODS_3_066_WI_2
6789,FOODS_3_066_WI_3
6790,FOODS_3_067_CA_1
6791,FOODS_3_067_CA_2
6792,FOODS_3_067_CA_3
6793,FOODS_3_067_CA_4
6794,FOODS_3_067_TX_1
6795,FOODS_3_067_TX_2
6796,FOODS_3_067_TX_3
6797,FOODS_3_067_WI_1
6798,FOODS_3_067_WI_2
6799,FOODS_3_067_WI_3
6800,FOODS_3_068_CA_1
6801,FOODS_3_068_CA_2
6802,FOODS_3_068_CA_3
6803,FOODS_3_068_CA_4
6804,FOODS_3_068_TX_1
6805,FOODS_3_068_TX_2
6806,FOODS_3_068_TX_3
6807,FOODS_3_068_WI_1
6808,FOODS_3_068_WI_2
6809,FOODS_3_068_WI_3
6810,FOODS_3_069_CA_1
6811,FOODS_3_069_CA_2
6812,FOODS_3_069_CA_3
6813,FOODS_3_069_CA_4
6814,FOODS_3_069_TX_1
6815,FOODS_3_069_TX_2
